Type,Subtype,Name,File,RawX,RawY,RawZ,id,Drop,LootSpawnInfo,SpawnConditions,Clazz
herb,lithops,lithopsHerbView (1),Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/artIrmgard/artIrmgard.unity,16831470,4159345,36834188,"-1797071554,1287268002,1726226078,-1675482198","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""2460116408179348514""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2690174942439099494""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
digging,digging,tier3DigSpotDirtAView,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,14614724,4862640,27366786,"-1798331561,1298607712,1972963973,1654903524","{""groups"":[{""chances"":[{""chance"":70,""count"":1},{""chance"":25,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]},{""specificItem"":[],""filterPool"":[""Root""]},{""specificItem"":[],""filterPool"":[""Weapon""]},{""specificItem"":[],""filterPool"":[""Component""]},{""specificItem"":[],""filterPool"":[""Gem""]},{""specificItem"":[],""filterPool"":[""Ember""]},{""specificItem"":[""3070838133503008000""],""filterPool"":[]},{""specificItem"":[],""filterPool"":[]}]}]}","","",Moon.Forsaken.DigSpotView
npc,enemies,boarskinNormalMeleeEnemySpawner (3-4p),Assets/worlds/isolaSacra/hills/hillsA/entranceCrossroads/beastAndBoarskinAndTanth/interactives/interactives.unity,11019878,3444572,2637824,"-1798855000,1118559479,-1844837231,-919964156","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Boarskin"",""Normal"",""Melee""],""noneTags"":[],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
spawner,spawner,mediumChestSmallChestLootSpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/mountainPathMiddle/plaguedHumanAndBoarskin/interactives/interactives.unity,27900942,7724569,14960028,"-1803148420,1268323102,-1281949049,-1526603062","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""MediumChest"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
ore,iron,ironOreResourceView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,34064308,6409703,22460500,"-1803355575,1176488827,649921159,517846254","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""996809264675242694""],""filterPool"":[]}]},{""chances"":[{""chance"":65,""count"":0},{""chance"":35,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]}]},{""chances"":[{""chance"":99,""count"":0},{""chance"":1,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Gem""]}]}]}","","",Moon.Forsaken.OreVeinView
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/hills/hillsA/arenaApproach/beastAndBoarskinAndTanth/interactives/interactives.unity,16923378,2776777,-6024973,"-180391052,1244109595,-1199842128,1862461859","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,npc_other,npcGuardBenedus,Assets/worlds/isolaSacra/sacrament/sacramentA/npcs/npcs.unity,15254065,2574158,18236776,"-1804272332,1096329680,776333964,2118707358","","","{""requiredSpawnConditions"":null,""disableConditions"":{""questSteps"":[{""questGuid"":""2670876338090800164"",""state"":""Completed"",""conditionType"":""And""}],""quests"":[],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""respawnConditions"":null}",Moon.Forsaken.NpcInstance
ore,copper,copperOreResourceView (1),Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,14161659,985657,4104524,"-1805313128,1086350637,1109642664,-173536042","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""1876157270097675752""],""filterPool"":[]}]},{""chances"":[{""chance"":65,""count"":0},{""chance"":35,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]}]},{""chances"":[{""chance"":99,""count"":0},{""chance"":1,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Gem""]}]}]}","","",Moon.Forsaken.OreVeinView
herb,dracaena,dracaenaHerbView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,35370228,8027747,14184716,"-1805931385,1200042215,-2135891804,868472942","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""3492249412788768703""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2815119926244608702""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
wood,pine,coastPineBView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,15556282,3517579,-10660743,"-1806029654,1241439606,-1728371009,-2011268236","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3191183561878509088""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1370552893263282844""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
food,tomato,tomatoAView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,4717852,3704684,-3516813,"-1806274465,1109931572,1054354306,786761544","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""4122645235203468911""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,enemies,risenNormalRangedEnemySpawner (4-4p),Assets/worlds/isolaSacra/outskirts/outskirtsA/westBonfireTower/risen/interactives/interactives.unity,4968881,2780149,10828342,"-1806438979,1245068192,1957687946,-859286643","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Normal"",""Ranged""],""noneTags"":[],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
npc,animal,npcGoatCritter,Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageApproach/rootsThatBindCompleted/interactives/interactives.unity,15473277,3717202,30444226,"-1807446781,1120450600,665878688,352284665","","","",Moon.Forsaken.NpcInstance
fishing,carp,carpFishingSpotView,Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,18220974,1953366,5557453,"-1807510612,1163521872,1542627504,1930601739","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3974289298266048918""],""filterPool"":[]}]},{""chances"":[{""chance"":80,""count"":0},{""chance"":10,""count"":1},{""chance"":5,""count"":2},{""chance"":3,""count"":3}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]},{""specificItem"":[],""filterPool"":[""Gem""]},{""specificItem"":[],""filterPool"":[""Ember""]},{""specificItem"":[],""filterPool"":[""Gear""]},{""specificItem"":[],""filterPool"":[""Ring""]}]}]}","","",Moon.Forsaken.FarmableResourceView
herb,dracaena,dracaenaHerbPickupView (8),Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,17866050,4144496,36329112,"-1807697167,1307128325,1503174565,-859589388","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""3492249412788768703""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2815119926244608702""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,enemies,plaguedHumanNormalEnemySpawner (4-4p),Assets/worlds/isolaSacra/mountainPass/mountainPassA/mountainPathTop/plaguedHumanAndBoarskin/interactives/interactives.unity,29613096,7903689,16787702,"-180904464,1333992845,851157427,-551200568","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""PlaguedHuman"",""Normal""],""noneTags"":[],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
wood,spruce,spruceEView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,15515976,3536044,-11125910,"-1810013310,1186431571,-2144076415,1778881846","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""2466785325384271848""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""3062785446694052011""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
npc,npc_other,beggarsDogBeggarsTrust,Assets/worlds/isolaSacra/sacrament/sacramentA/npcs/npcs.unity,18702008,2942316,12273844,"-181057927,1186842647,1500334748,-561641068","","","",Moon.Forsaken.NpcInstance
wood,birch,birchCView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,7857872,3675812,-1345781,"-1811782251,1214893891,685091771,1259894310","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3703354541582648915""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1901150899890273318""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
interactible,entrance,teleportTriggerToHillsCaveAEastEntrance,Assets/worlds/isolaSacra/hills/hillsA/interactives/interactives.unity,11944460,4164812,-1818099,"-1812168990,1270452187,-232450904,-1492926341","","","",Moon.Forsaken.TriggerZoneView
npc,npc_other,npcMarkosVendor,Assets/activities/npcActivities/danosActivities/vendorUpgrades/markos/level3/level3/interactives/interactives.unity,13277200,2701394,10825695,"-181365316,1083423748,307698595,231884068","","","{""requiredSpawnConditions"":{""questSteps"":[],""quests"":[{""questGuid"":""2344511009826408226"",""state"":""Completed"",""conditionType"":""And""},{""questGuid"":""4597222132821417689"",""state"":""Completed"",""conditionType"":""And""}],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""disableConditions"":null,""respawnConditions"":null}",Moon.Forsaken.NpcInstance
herb,mushroom,mushroomOrangeAView,Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,8978238,2396507,3360385,"-1814575408,1199951734,68779155,-1935907478","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""334358031176021315""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
food,tomato,tomatoAPickupView (3),Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,12170006,5773675,26199098,"-181533666,1078873262,262270098,211322315","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""4122645235203468911""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,npc_other,npcPhilippeVeteranBeggar,Assets/worlds/isolaSacra/sacrament/sacramentA/npcs/npcs.unity,16541286,2849055,14231798,"-1816135385,1134227745,-1927781743,-1239666243","","","",Moon.Forsaken.NpcInstance
npc,enemies,npcPlaguedRangerBounty,Assets/worlds/isolaSacra/mountainPass/mountainPassA/prisonCells/plaguedHumanAndBoarskin/interactives/interactives.unity,35668548,5460503,23976388,"-1816451702,1127581177,-2060842874,537927143","","","",Moon.Forsaken.NpcInstance
interactible,ladder,ladderExpand,Assets/worlds/isolaSacra/mountainPass/mountainPassA/interactives/interactives.unity,35612440,5527919,25839922,"-1816638494,1222913239,605734075,802910300","","","",Moon.Forsaken.LadderView
bonfire,bonfire,fireplaceView,Assets/worlds/isolaSacra/outskirts/outskirtsA/interactives/interactives.unity,7304762,4701553,10733092,"-1817191714,1254262692,-1067123569,685503775","","","",Moon.Forsaken.BonfireView
npc,enemies,tanthNormalEnemySpawner,Assets/worlds/isolaSacra/hills/hillsA/quarry/beastAndBoarskinAndTanth/interactives/interactives.unity,11240656,4518068,-7042461,"-1817512065,1121831292,-971718999,1930913775","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Tanth"",""Normal""],""noneTags"":[""Ranged"",""Shield""],""spawnConditions"":[]}","",.DynamicSpawner
wood,birch,log3_marinTreeBirchC_pickupView (1),Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,16977756,3416391,32084460,"-1818187893,1219255704,-528762995,-792547060","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3703354541582648915""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1901150899890273318""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
spawner,spawner,shinySmallChestLootSpawner,Assets/worlds/isolaSacra/hills/hillsA/lumberyardTerrace/beastAndBoarskinAndTanth/interactives/interactives.unity,12379077,5336941,-9164928,"-1819411115,1220388534,-1894275184,-1334514214","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,enemies,npcTornCrawler,Assets/worlds/isolaSacra/mountainPass/mountainPassA/banditCamp/plaguedHumanAndBoarskin/interactives/interactives.unity,25524334,5336914,15265960,"-1819543918,1273969517,33641404,2114440417","","","",Moon.Forsaken.NpcInstance
wood,pine,pineIView,Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,-71434,1041316,12925663,"-1819675339,1284292754,-1453795710,-2010583710","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3191183561878509088""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1370552893263282844""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
wood,birch,birchHView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,13228916,2284141,-165477,"-1825890601,1132154431,-1225415750,1847470778","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3703354541582648915""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1901150899890273318""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
interactible,ladder,ladder,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/interactives/interactives.unity,13816300,3978690,23058842,"-1826736723,1213433303,-1108345708,871981968","","","",Moon.Forsaken.LadderView
ore,silver,silverOreResourceView,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,10768876,4157866,22470328,"-1826855374,1186116654,247632795,-2078694266","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3172688301877486470""],""filterPool"":[]}]},{""chances"":[{""chance"":65,""count"":0},{""chance"":35,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]}]},{""chances"":[{""chance"":99,""count"":0},{""chance"":1,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Gem""]}]}]}","","",Moon.Forsaken.OreVeinView
npc,enemies,risenNormalRangedEnemySpawner,Assets/worlds/isolaSacra/coast/coastA/fortressApproach/risenB/interactives/interactives.unity,-1518259,1480498,1080339,"-1828305908,1259305794,-1175155050,9007617","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Normal"",""Ranged""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,mediumChestSmallChestLootSpawner,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/settlementApproach/default/interactives/interactives.unity,18937152,4436543,24672468,"-1829384225,1304742860,-506984574,1663232395","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""MediumChest"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
wood,spruce,spruceCView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,35986056,8878232,13743261,"-1831653727,1155736741,1690592655,-1004382751","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""2466785325384271848""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""3062785446694052011""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
npc,enemies,risenRangedEnemySpawner,Assets/worlds/isolaSacra/coast/coastA/mainBeach/beastAndRisen/interactives/interactives.unity,-1439209,1367784,-1210643,"-183365321,1258526530,-115899988,-660511547","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Ranged""],""noneTags"":[""Elite"",""Armor""],""spawnConditions"":[]}","",.DynamicSpawner
herb,mushroom,mushroomOrangeAView,Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,13194887,3035415,17129158,"-1834343046,1246595749,-1210572669,-640688159","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""334358031176021315""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,npc_other,npcBeneta,Assets/worlds/isolaSacra/willsFarm/willsFarmA/marinVillage/rootsThatBindCompleted/interactives/interactives.unity,17380804,3268280,32904592,"-1835400197,1178785500,-405874042,168020441","","","",Moon.Forsaken.NpcInstance
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/hills/hillsA/upperHuntersCamp/beastAndBoarskinAndTanth/interactives/interactives.unity,14350125,5243366,-5966085,"-1836246316,1304144510,773822121,-2043671159","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
interactible,platform,movingPlatformPartC,Assets/worlds/isolaSacra/mountainPass/mountainPassA/interactives/interactives.unity,29211956,6032589,21737890,"-1836556462,1253166721,1840918148,1297275714","","","",Moon.Forsaken.MovingPlatformView
npc,enemies,tanthNormalEnemySpawner (3-4p),Assets/worlds/isolaSacra/hills/hillsA/lumberyard/beastAndBoarskinAndTanth/interactives/interactives.unity,6865193,3985899,-7289556,"-1837480222,1140324564,-441768774,-1457270694","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Tanth"",""Normal""],""noneTags"":[""Shield""],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
npc,animal,crittersEnemySpawner,Assets/worlds/isolaSacra/fortress/fortressA/westBridge/risenB/interactives/interactives.unity,-4986634,2618161,6168903,"-1837623919,1239749916,697956255,-151285940","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Critters""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
wood,spruce,spruceJView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,11114069,3592945,-2657812,"-1840558208,1127214203,1784457149,-897916125","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""2466785325384271848""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""3062785446694052011""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
herb,artemisia,artemisiaHerbView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,26987724,5562040,19153552,"-1840666589,1088583894,1424361609,1852588258","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""2271648021907577248""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""3240160386219145278""],""filterPool"":[]},{""specificItem"":[""4557901951379879815""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/hills/hillsA/quarry/beastAndBoarskinAndTanth/interactives/interactives.unity,11344005,4463945,-8964402,"-1841537207,1090658325,850908081,-159874225","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
herb,mushroom,mushroomOrangeAView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,29369534,5406129,20279792,"-1843208471,1251735162,1411853719,-982814368","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""334358031176021315""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
food,tomato,tomatoAView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,11914351,3952163,-4385175,"-1843952775,1194768066,1221111741,1064879255","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""4122645235203468911""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,npc_other,npcMaeveAfterASM,Assets/activities/npcActivities/danosActivities/vendorUpgrades/eleanor/level3/level3/interactives/interactives.unity,11635261,2974023,12592087,"-1844408138,1174924714,876806304,-857996253","","","{""requiredSpawnConditions"":{""questSteps"":[],""quests"":[{""questGuid"":""3797884236462820675"",""state"":""Completed"",""conditionType"":""And""}],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""disableConditions"":null,""respawnConditions"":null}",Moon.Forsaken.NpcInstance
npc,npc_other,npcEllsworthAfterSOG,Assets/worlds/isolaSacra/sacrament/sacramentA/npcs/npcs.unity,15901130,5330567,11887706,"-1845001769,1241161483,-121292659,560554026","","","{""requiredSpawnConditions"":{""questSteps"":[],""quests"":[{""questGuid"":""2147998074007696596"",""state"":""Completed"",""conditionType"":""And""},{""questGuid"":""4388173644832162255"",""state"":""Completed"",""conditionType"":""And""}],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""disableConditions"":{""questSteps"":[],""quests"":[{""questGuid"":""4388173644832162255"",""state"":""Completed"",""conditionType"":""And""}],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""respawnConditions"":null}",Moon.Forsaken.NpcInstance
spawner,spawner,largeChestMediumChestLootSpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/firePit/boarskin/interactives/interactives.unity,28146662,8445577,22837592,"-1846727441,1163330888,1536604599,1946872108","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""LargeChest"",""MediumChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,animal,crittersEnemySpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/prisonCells/plaguedHumanAndBoarskin/interactives/interactives.unity,33099170,5914297,22404900,"-1846793804,1177365647,-859029587,-780192929","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Critters""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/northArea/default/interactives/interactives.unity,12248249,5365407,29359724,"-1847985976,1076844004,590582193,-2119737550","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,apples (10),Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,6734298,4116144,-5123145,"-1850705331,1254622950,-1815563337,1721130243","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":2,""count"":3}],""items"":[{""specificItem"":[""1696602935383325774""],""filterPool"":[]}]}]}","","",Moon.Forsaken.ContainerView
npc,enemies,balakTawNormalEnemySpawner (3-4p),Assets/worlds/isolaSacra/marinWoods/marinWoodsA/northArea/default/interactives/interactives.unity,11424891,5524050,30267146,"-1850764883,1234346195,-1746154084,-685078216","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""BalakTaw"",""Normal""],""noneTags"":[],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
digging,digging,tier3DigSpotDirtAView,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,19043386,2056046,20245608,"-185114183,1177698024,-1127617606,-935354820","{""groups"":[{""chances"":[{""chance"":70,""count"":1},{""chance"":25,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]},{""specificItem"":[],""filterPool"":[""Root""]},{""specificItem"":[],""filterPool"":[""Weapon""]},{""specificItem"":[],""filterPool"":[""Component""]},{""specificItem"":[],""filterPool"":[""Gem""]},{""specificItem"":[],""filterPool"":[""Ember""]},{""specificItem"":[""3070838133503008000""],""filterPool"":[]},{""specificItem"":[],""filterPool"":[]}]}]}","","",Moon.Forsaken.DigSpotView
interactible,ladder,ladderExpand,Assets/worlds/isolaSacra/sacrament/sacramentA/interactives/interactives.unity,14787419,2735082,14737996,"-1855093990,1247605180,-291487840,-1222311120","","","",Moon.Forsaken.LadderView
herb,artemisia,artemisiaHerbView,Assets/worlds/isolaSacra/fortress/fortressA/loot/loot.unity,1910143,811492,4918416,"-1856105652,1110267203,1731768457,-936753574","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""2271648021907577248""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""3240160386219145278""],""filterPool"":[]},{""specificItem"":[""4557901951379879815""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,npc_other,npcPiersScaredOfCerim,Assets/worlds/isolaSacra/sacrament/sacramentA/npcs/npcs.unity,18127142,4844838,14923055,"-1856625419,1258364025,1805535624,-963408184","","","{""requiredSpawnConditions"":{""questSteps"":[],""quests"":[{""questGuid"":""3723036162959996460"",""state"":""Completed"",""conditionType"":""And""}],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""disableConditions"":null,""respawnConditions"":null}",Moon.Forsaken.NpcInstance
interactible,lever,mountainWallLeverView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/interactives/interactives.unity,32105612,6421041,13838677,"-1856787958,1209388501,1270711454,79849397","","","",Moon.Forsaken.LeverView
npc,enemies,beastNormalSwimmingEnemySpawner,Assets/worlds/isolaSacra/coast/coastA/mainBeach/beastAndRisen/interactives/interactives.unity,1232179,857472,908506,"-1856954140,1218449373,-1646928215,1177689320","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Beast"",""Normal"",""Swimming""],""noneTags"":[""Critters"",""Elite"",""Giant""],""spawnConditions"":[]}","",.DynamicSpawner
