Type,Subtype,Name,File,Line,RawX,RawY,RawZ,id_a,id_b,id_c,id_d
fishing,bass,bassFishingSpotPickupView (4),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,577582,14846525,3207635,35724328,1188206644,1313714820,1647323820,1645824862
fishing,bass,bassFishingSpotPickupView (1),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,577898,16177562,3209101,32096912,1283853885,1214742899,-817561470,-1467737799
fishing,carp,carpFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/coast/coastA/loot/loot.unity,238641,-2316697,748552,-711852,917276570,1334272032,774370472,-113350308
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/coast/coastA/loot/loot.unity,238957,2270167,751435,253034,90818196,1102597808,1210953359,1987393852
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/coast/coastA/loot/loot.unity,239273,-5396889,782368,505282,32238110,1291444467,504998561,184510087
fishing,carp,carpFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/coast/coastA/loot/loot.unity,239589,406323,714342,-2251817,-804993733,1095918763,-746432877,398625671
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/coast/coastA/loot/loot.unity,239905,2439250,774766,731381,-987661131,1326902432,434042553,-2074229144
fishing,carp,carpFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/coast/coastA/loot/loot.unity,240221,3913810,775946,2067660,-1547809892,1145149267,-255888717,-72309540
fishing,carp,carpFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/fortress/fortressA/loot/loot.unity,294374,-5989990,749797,2992373,-1046814984,1105030250,1554630529,1728935891
fishing,carp,carpFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/fortress/fortressA/loot/loot.unity,294690,-7195853,751697,2542796,-1287507836,1156671462,387449732,727534917
fishing,carp,carpFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/fortress/fortressA/loot/loot.unity,295006,-6779699,751697,4347658,-966767571,1190103959,185542047,1397517081
fishing,carp,carpFishingSpotPickupView (2),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,989923,33623244,5715591,21715354,1499984682,1183917814,979661201,337846006
fishing,carp,carpFishingSpotPickupView (1),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,991503,33159904,5715591,21847736,517012091,1304307982,204594087,1729602893
fishing,carp,carpFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,992135,32953466,5715591,21990604,-1082880589,1119115609,-1588863104,-817558811
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,518749,7040401,2224881,7050035,373718327,1308939074,-2103230837,1498118232
fishing,carp,carpFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,519065,-557711,644087,10806231,2060982604,1116117323,58890407,-530245275
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,519381,7899709,2335047,3634626,-1158694656,1197704903,798127020,-105645071
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,519697,-243138,626524,7541883,-1616773884,1123231639,-680596856,-1750627103
fishing,carp,carpFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,520013,1699348,644087,12438077,-293713607,1098733096,44141441,-277084851
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,520329,2198470,644087,9045344,822052823,1142907637,1669486731,-1459474756
fishing,carp,carpFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,520645,6026690,2335047,1845493,194699957,1223564485,-2092581739,50699552
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,520961,8178893,2385510,3689676,668234783,1241822886,-856755327,1107868149
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,379207,18220974,1953366,5557453,-1807510612,1163521872,1542627504,1930601739
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,379523,13930332,2562457,17083924,289682106,1208448005,1064329118,-1008307031
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,379839,18515886,1953366,4913889,-1224090836,1161640904,-2063803517,1219552499
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,380155,16169697,766509,4675338,1115158684,1079372978,-1848686934,-773776133
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,380471,15625093,775290,3745382,678874643,1213272169,430959795,1662173175
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,380787,14543749,772407,3500933,1480931853,1244852202,-1232273277,-926132329
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,381103,16695427,2861957,13014925,505076651,1300423859,-921132897,1420611998
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,381419,13088195,2709454,9557770,1770463437,1095198909,227001496,39921553
fishing,carp,carpFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,381735,13879869,2694312,9174385,-1044675266,1161478956,898953350,-991327994
fishing,trout,troutFishingSpotPickupView (2),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1509183,15722429,3429367,-12252807,-267906360,1084557216,1581034126,217809667
fishing,trout,troutFishingSpotPickupView (8),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1509499,15005794,3431071,-12307856,1302248089,1115119279,405713819,626574391
fishing,trout,troutFishingSpotPickupView (10),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1511395,16116629,3431071,-12633570,-1858902537,1203748460,-519030906,681313776
fishing,trout,troutFishingSpotPickupView (5),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1512027,14299315,3431071,-11758665,47905272,1338023072,-2090533472,450814481
fishing,trout,troutFishingSpotPickupView (7),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1512975,15818440,3429105,-11908087,-1000125347,1290641549,560474784,1551182816
fishing,trout,troutFishingSpotPickupView (3),ExportedProject/Assets/worlds/isolaSacra/hills/hillsCaveB/loot/loot.unity,166553,100187504,-457048,-58214320,264027573,1246641531,13810327,-1024554042
fishing,trout,troutFishingSpotPickupView (1),ExportedProject/Assets/worlds/isolaSacra/hills/hillsCaveB/loot/loot.unity,166869,99471848,-457048,-58536756,-1636746966,1290465314,338626438,-1633890553
fishing,trout,troutFishingSpotPickupView (2),ExportedProject/Assets/worlds/isolaSacra/hills/hillsCaveB/loot/loot.unity,167185,100289744,-457048,-57971180,503360080,1134276726,-87747925,722509570
fishing,trout,troutFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/hills/hillsCaveB/loot/loot.unity,167501,99091088,-457048,-58165168,733985171,1108298952,-1217844328,-742066091
fishing,trout,troutFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,804727,13063291,2647293,21266104,-1533971098,1327638592,497739450,-18376816
fishing,trout,troutFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,805359,13834650,3610767,27805288,811542767,1258772527,-375972690,1424794188
fishing,trout,troutFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,805675,12803769,2647293,21137000,1438009428,1258643874,1080187800,-2043697253
fishing,trout,troutFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,805991,11550065,2647293,21104886,-153719619,1160519381,819758778,-367841007
fishing,trout,troutFishingSpotPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,806623,13782221,3610767,27471054,816661023,1077146094,1773587368,917299177
fishing,trout,troutFishingSpotPickupView (1),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,988343,28596634,4981391,12042895,1396363606,1259304231,-962114927,-323054106
fishing,trout,troutFishingSpotPickupView (6),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,988975,26211778,4981391,12346327,1947742082,1111895790,1643167876,-821455002
fishing,trout,troutFishingSpotPickupView (3),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,989607,26403144,5390336,18379572,-1342449782,1208308468,229276601,1962575974
fishing,trout,troutFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,990239,26471302,4981391,12472156,1281712614,1328439881,-2091032163,-1451858398
fishing,trout,troutFishingSpotPickupView (5),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,990555,28582216,5390336,20426916,2015270499,1320615513,-1040389719,-686918710
fishing,trout,troutFishingSpotPickupView (8),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,990871,28496364,5055709,27046052,154497016,1253006718,2118455455,144557701
fishing,trout,troutFishingSpotPickupView (9),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,991187,29109780,5055709,27724350,-659824219,1213015308,-245544564,392524021
fishing,trout,troutFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,991819,37273632,9385341,15881124,1045189901,1150032466,-1959058264,-721432532
fishing,trout,troutFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,992451,25646858,4981391,12526551,-1900874543,1147716383,1197434785,-1168162552
fishing,trout,troutFishingSpotView,ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,992767,32987290,8035434,14370585,-1550348907,1175519134,-1980511850,-1246653900
fishing,trout,troutFishingSpotPickupView (4),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,993083,27909816,5390336,20717240,127303661,1077959873,1412127117,2073585765
fishing,trout,troutFishingSpotPickupView (2),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,993399,27200062,5390336,18511298,-188770064,1322059421,92255415,486569554
fishing,trout,troutFishingSpotPickupView (10),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,993715,27997634,5055709,27212514,-1940061666,1255538543,151846290,-509636250
food,blueberry,blueberryPickupView (2),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/arenaEast/default/interactives/interactives.unity,147876,17212756,2845020,-2989976,-1366775697,1232803197,-14941549,-1319686797
food,blueberry,blueberryPickupView (1),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/arenaEast/default/interactives/interactives.unity,148948,17468628,2849422,-3386752,-454693078,1304887477,-814066796,-2032091546
food,blueberry,blueberryPickupView (6),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1844214,15679862,3544585,-11602480,-1497538668,1306120047,-1887446623,-210414751
food,blueberry,blueberryPickupView (7),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1845286,14000829,3516666,-12467555,-890669754,1302632659,1946128057,-590997149
food,blueberry,blueberryPickupView (1),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1846090,15298442,3495039,-12924997,-1742013018,1201065798,-521355593,-856768773
food,blueberry,blueberryPickupView (2),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1847430,15233415,3559421,-12452883,-1339711870,1151364283,-1385738835,-814252894
food,blueberry,blueberryPickupView (3),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1850646,15126742,3531232,-11343260,-1241546872,1185237550,-1209344088,-218969564
food,blueberry,blueberryPickupView (5),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1852522,15205390,3560814,-11873565,-2111587407,1246335091,-1339842404,-1827624354
food,blueberry,blueberryPickupView (4),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1855738,14510044,3540456,-11261037,-1689860126,1079566067,-530665819,1620095515
food,firebrandberry,firebrandberryPickupView (5),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1180119,25656770,5103062,12836664,664163493,1329119395,-2023657028,96018114
food,firebrandberry,firebrandberryPickupView (6),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1180655,26396610,6311227,15237996,-1196827944,1332375466,1584802945,-744772712
food,firebrandberry,firebrandberryPickupView (1),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1180923,29321676,7202389,15325271,-1323161095,1195957191,-318636655,576330752
food,firebrandberry,firebrandberryPickupView (3),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1184139,30659978,8989460,16733956,1289803907,1249812659,289375626,-797513118
food,firebrandberry,firebrandberryPickupView (4),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1185211,27088060,5676617,17601322,-251357718,1160553987,681660599,2824216
food,firebrandberry,firebrandberryPickupView (2),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1185479,30663640,8466296,14263963,-1315875485,1232924905,-1986054761,704050280
food,firebrandberry,firebrandberryPickupView (8),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1186015,29045590,6516770,13506952,-1297645661,1256218406,-338900555,-950118064
food,firebrandberry,firebrandberryPickupView (7),ExportedProject/Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,1186552,28299148,7725778,15980086,-896522324,1285091399,687037825,1247733704
food,horseshoe_crab,horseshoeCrabPickupView (3),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/arenaEast/default/interactives/interactives.unity,97767,18618696,2478861,-5113140,1383265483,1299941737,1239404418,642605344
food,horseshoe_crab,horseshoeCrabPickupView (1),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/arenaEast/default/interactives/interactives.unity,98303,18021756,2474723,-4947303,-1057384291,1139383643,496210851,-1681249397
food,horseshoe_crab,horseshoeCrabPickupView (2),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/arenaEast/default/interactives/interactives.unity,98571,18312860,2478362,-5278452,912338154,1095851129,-1038865530,-1736666487
food,horseshoe_crab,horseshoeCrabPickupView (1),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1455884,19627032,775502,1743984,902367662,1083328525,1621655688,-1304395231
food,horseshoe_crab,horseshoeCrabPickupView (2),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1456420,15276600,3563209,-12321403,-16825908,1104385246,-215295347,-1261145890
food,horseshoe_crab,horseshoeCrabPickupView (1),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1458028,14342859,3431790,-12899313,1445023073,1144216657,-2073976700,-1375021810
food,horseshoe_crab,horseshoeCrabPickupView (2),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1459100,19961000,767834,2390103,-1936775541,1230326166,-688789859,-1718982189
food,horseshoe_crab,horseshoeCrabPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,783814,19381536,4068663,26333680,293959227,1287484741,107131807,54877416
food,horseshoe_crab,horseshoeCrabPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,784082,9383500,2225237,29280552,2060233008,1114942768,-176090222,-1786986898
food,horseshoe_crab,horseshoeCrabPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,784350,8906362,2228460,28993652,-330027451,1133775958,912619961,641171796
food,horseshoe_crab,horseshoeCrabPickupView (1),ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,785422,10012135,3022134,28036936,1828295434,1133803324,-922819193,-1154494975
food,horseshoe_crab,horseshoeCrabPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,785690,10810163,2694185,21303132,-2061171832,1322931440,641583747,52050497
food,horseshoe_crab,horseshoeCrabPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,785958,12242774,2717328,20262420,61937600,1117864888,2017302462,2034612032
food,horseshoe_crab,horseshoeCrabPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,787030,9521597,3232911,30772266,-1352099115,1155250352,-1487596672,-1264256411
food,horseshoe_crab,horseshoeCrabPickupView (4),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,546635,16428499,3322908,31488186,-2099653236,1255441518,-741844600,555928872
food,horseshoe_crab,horseshoeCrabPickupView (5),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,546903,13914528,3208467,33079656,-1490438784,1314692560,-695392375,1344586291
food,horseshoe_crab,horseshoeCrabPickupView (3),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,547171,16352008,3300589,31592594,-437198424,1152325152,-1809375062,898142082
food,horseshoe_crab,horseshoeCrabPickupView (6),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,547439,14009605,3206499,32960650,36669549,1219372640,-2088968528,103662097
food,horseshoe_crab,horseshoeCrabPickupView (1),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,547707,17860616,3210551,31657052,754580215,1078191428,-405072218,604045313
food,potato,potatoesAPickupView  (5),ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,924781,11543118,5776408,27932296,266903893,1283051371,-465597563,-1413071994
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,925317,11632674,4080279,22428870,-503993156,1330748306,-859438444,346474321
food,potato,potatoesAPickupView  (2),ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,926925,11364205,5858853,28962718,365337617,1338756064,-410935128,-1497375845
food,potato,potatoesAPickupView  (4),ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,927461,12099322,6271140,29940974,-1335774986,1096586033,-1371435604,2050663186
food,potato,potatoesAPickupView  (3),ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,928801,11319968,6267797,30139548,176379522,1258734002,987742143,-1454095989
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,929069,16566556,4987558,26658716,-694310937,1184150091,-2022492798,1337115835
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,929873,12502252,3676053,27279828,492919072,1077714858,2065662395,739421315
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,930141,18483270,2050313,19865346,187967773,1207364064,-605893727,2022269426
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,931213,19604078,3507966,23780474,-1483918450,1234511403,-474658431,1942307776
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,932017,17593194,2877029,22444722,44091596,1269828545,1628580513,-226523670
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,932285,18508356,3817416,24051894,-85199842,1250707296,246497452,710184655
food,potato,potatoesAPickupView  (1),ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,932553,13528596,4270326,24019600,581126537,1271785564,-868410978,283423851
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,932821,13528003,3967731,28807162,-80259588,1320092134,-1660193601,-808098420
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,933893,14391276,2920254,21854894,-268583339,1123336447,-782915911,-191018690
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,934161,16718378,4581556,26300954,-1987681724,1090250438,-1574628187,-1838345943
food,potato,potatoesAPickupView (2),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,677754,18245486,3497909,34134552,1478707883,1079772440,-223340123,453993413
food,potato,potatoesAPickupView (1),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,678022,18171822,3495832,34342176,-1437590247,1327723833,219970456,1977797157
food,potato,potatoesAPickupView,ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,679094,18114148,3493492,34038088,12403776,1206719077,-1901848899,1071029852
food,potato,potatoesAPickupView (5),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,681238,18133614,3497282,34201536,353865974,1156402068,2332859,1103149105
food,potato,potatoesAPickupView (3),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,682042,17999746,3494455,34150392,1194907105,1099844718,-1571123041,-738542879
food,tomato,tomatoAPickupView (4),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/arenaEast/default/interactives/interactives.unity,147340,18363348,2519718,-4217818,-835674807,1217326986,241167258,-2066823800
food,tomato,tomatoAPickupView (5),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/arenaEast/default/interactives/interactives.unity,148412,17425994,2853579,-3018527,1716061484,1314429648,-2032946789,621685352
food,tomato,tomatoAPickupView (6),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/arenaEast/default/interactives/interactives.unity,148680,20198444,2768284,-4814742,218962618,1127974614,77732777,-516497245
food,tomato,tomatoAPickupView (3),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1841802,14338340,3531302,-10913697,-426654850,1260862688,-212765550,-101484582
food,tomato,tomatoAPickupView (1),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1843678,16906696,3844346,-11987831,660536940,1321435206,-786924644,-2116438674
food,tomato,tomatoAPickupView (4),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1850110,15664789,3521909,-10935323,407480944,1242759677,1129369253,625379025
food,tomato,tomatoAPickupView (2),ExportedProject/Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,1851450,15585490,3544193,-12637949,-812879840,1205381240,-188754515,1407482526
food,tomato,tomatoAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,924513,11637949,3594512,20218378,1551965245,1268766167,-991349853,566937716
food,tomato,tomatoAPickupView (4),ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,925585,13775072,6137512,28235986,1425082484,1339170323,409960890,650948202
food,tomato,tomatoAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,925853,11462468,3605864,20716626,-325075429,1103668888,1201925287,-1152944611
food,tomato,tomatoAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,926657,12731899,4788577,26158814,-1253457794,1284785368,1512006303,-1585703362
food,tomato,tomatoAPickupView (2),ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,927193,8976663,5705566,27604878,2086202405,1302073227,806538662,199072088
food,tomato,tomatoAPickupView (1),ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,929337,12127254,5429319,29951064,-958211887,1104031072,2253491,-1423318965
food,tomato,tomatoAPickupView (3),ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,930409,12170006,5773675,26199098,-181533666,1078873262,262270098,211322315
food,tomato,tomatoAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,931749,12849097,4821567,25913082,-622835765,1274139257,-2092950608,-1922684331
food,tomato,tomatoAPickupView,ExportedProject/Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,934429,14188028,3354139,22463556,-596565369,1154319938,1534458775,1621061144
food,tomato,tomatoAPickupView (8),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,677486,17485398,3479765,34509028,-150016406,1197091612,-21065027,-1789556862
food,tomato,tomatoAPickupView (7),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,678290,17411474,3473297,34602548,1279664774,1320907502,139282075,1932431368
food,tomato,tomatoAPickupView (9),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,678826,17586782,3461218,34605564,-986021733,1229621437,-31515262,281420629
food,tomato,tomatoAPickupView (2),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,679362,18716370,3506636,34558152,1991015421,1261731718,-1147717186,1135069415
food,tomato,tomatoAPickupView (3),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,679630,18816040,3506429,34429336,1378099245,1265101125,1563702939,89655335
food,tomato,tomatoAPickupView (10),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,679898,18921986,3511524,34520760,-1034036054,1073770430,-1842076255,835122452
food,tomato,tomatoAPickupView (1),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,680166,18632252,3505016,34684992,-691925469,1130473081,2013930394,-1723698765
food,tomato,tomatoAPickupView (11),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,680970,13776257,4396810,30502158,-1615894046,1266519595,275858619,-1491539179
food,tomato,tomatoAPickupView (4),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,681774,18834168,3505544,34636104,-1423439547,1308726903,1972429187,2119547024
food,tomato,tomatoAPickupView (6),ExportedProject/Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,682310,17601658,3474063,34920200,1779767695,1161081686,-220292175,1138161901
